weather_condition,phase_of_flight,aircraft_damage,number_of_engines,fatal_injuries,serious_injuries,minor_injuries,uninjured,emergency_type,severity_score,risk_level,atc_action,response_time_minutes
VMC,Landing,Substantial,2,0,3,2,58,Fuel Low,95.0,Critical,Priority Landing,21.8
VMC,Approach,None,4,0,1,0,231,Engine Failure,53.0,Medium,Continue Monitoring,13.5
VMC,Climb,Minor,2,0,1,0,167,Fuel Low,58.0,High,Holding Pattern,20.5
IMC,Cruise,None,2,0,1,0,197,Bird Strike,52.0,Medium,Continue Monitoring,19.2
VMC,Takeoff,None,1,0,0,2,225,Bird Strike,49.5,Medium,Continue Monitoring,12.1
Fog,Landing,Destroyed,1,0,2,0,248,Cabin Pressure Failure,100.0,Critical,Priority Landing,22.4
VMC,Landing,Minor,1,1,0,3,78,Landing Gear Issue,69.0,High,Runway Change,19.6
Windy,Climb,Minor,2,0,0,1,95,Near Collision,82.5,Critical,Priority Landing,23.8
VMC,Cruise,Minor,2,0,1,2,75,Medical Emergency,47.0,Medium,Continue Monitoring,17.3
Fog,Climb,Minor,2,0,1,0,135,Bird Strike,72.0,High,Holding Pattern,25.3
Windy,Cruise,None,1,1,0,1,226,Runway Incursion,55.0,High,Holding Pattern,17.1
Storm,Climb,Destroyed,2,0,1,1,189,Cabin Pressure Failure,100.0,Critical,Priority Landing,29.4
Fog,Climb,Minor,2,0,2,1,150,Engine Failure,87.5,Critical,Priority Landing,26.2
Fog,Cruise,Minor,4,0,0,2,128,Medical Emergency,57.0,High,Holding Pattern,20.9
Rain,Taxi,Minor,2,2,0,0,187,Bird Strike,75.0,High,Runway Change,17.6
Fog,Landing,None,1,0,0,1,127,Medical Emergency,60.0,High,Runway Change,21.8
VMC,Climb,None,2,0,1,1,224,Engine Failure,54.5,Medium,Continue Monitoring,17.9
IMC,Taxi,None,4,0,0,0,148,Bird Strike,42.0,Medium,Continue Monitoring,15.4
IMC,Climb,None,2,1,0,0,172,Runway Incursion,56.0,High,Holding Pattern,19.9
Windy,Taxi,Minor,3,1,1,0,176,Bird Strike,68.5,High,Runway Change,15.1
IMC,Climb,Substantial,4,0,0,0,190,Engine Failure,89.0,Critical,Priority Landing,30.2
VMC,Approach,None,2,0,0,1,129,Bird Strike,43.5,Medium,Continue Monitoring,12.8
Rain,Climb,None,4,0,0,2,108,Landing Gear Issue,47.0,Medium,Continue Monitoring,15.6
VMC,Landing,Minor,1,0,0,3,115,Landing Gear Issue,60.0,High,Runway Change,14.1
VMC,Climb,None,3,0,0,1,235,Near Collision,56.0,High,Go Around,14.9
IMC,Taxi,Substantial,4,0,1,1,45,Runway Incursion,72.5,High,Runway Change,20.9
VMC,Takeoff,None,4,0,0,1,181,Landing Gear Issue,38.5,Medium,Continue Monitoring,12.7
VMC,Approach,None,2,0,0,0,240,Fuel Low,45.0,Medium,Continue Monitoring,11.3
VMC,Takeoff,None,2,1,1,0,36,Medical Emergency,51.0,Medium,Continue Monitoring,12.7
VMC,Taxi,Substantial,2,0,0,1,162,Engine Failure,73.5,High,Runway Change,16.8
VMC,Cruise,None,2,0,1,0,156,Cabin Pressure Failure,52.0,Medium,Emergency Descent,16.6
VMC,Landing,Minor,2,0,2,2,96,Landing Gear Issue,65.0,High,Runway Change,12.5
Rain,Taxi,None,2,1,0,3,41,Engine Failure,68.5,High,Runway Change,15.9
VMC,Approach,None,2,0,0,3,175,Near Collision,63.5,High,Go Around,13.7
Windy,Takeoff,Substantial,2,0,1,0,140,Medical Emergency,85.0,Critical,Priority Landing,21.1
Windy,Climb,None,2,0,0,0,192,Landing Gear Issue,47.0,Medium,Continue Monitoring,13.9
IMC,Climb,None,2,0,0,3,40,Cabin Pressure Failure,69.5,High,Emergency Descent,24.7
VMC,Taxi,Minor,2,0,0,3,234,Medical Emergency,41.5,Medium,Continue Monitoring,14.5
IMC,Taxi,Substantial,2,0,1,1,164,Engine Failure,90.5,Critical,Priority Landing,23.7
Fog,Cruise,None,2,1,1,0,121,Cabin Pressure Failure,78.0,High,Emergency Descent,23.8
Rain,Taxi,None,1,0,2,0,124,Landing Gear Issue,49.5,Medium,Continue Monitoring,13.3
Fog,Climb,Destroyed,3,0,1,0,238,Engine Failure,100.0,Critical,Priority Landing,29.0
IMC,Landing,Minor,2,0,0,0,147,Engine Failure,82.0,Critical,Priority Landing,20.8
Rain,Cruise,Substantial,1,0,0,0,153,Landing Gear Issue,74.5,High,Holding Pattern,21.3
VMC,Climb,Substantial,2,0,0,2,169,Fuel Low,75.0,High,Holding Pattern,24.5
Rain,Climb,Minor,2,0,0,0,91,Cabin Pressure Failure,77.0,High,Emergency Descent,20.3
VMC,Cruise,None,2,0,0,4,77,Cabin Pressure Failure,54.0,Medium,Emergency Descent,16.3
Rain,Cruise,None,1,0,0,1,192,Medical Emergency,44.0,Medium,Continue Monitoring,12.8
Windy,Climb,Minor,2,0,0,1,93,Medical Emergency,58.5,High,Holding Pattern,18.2
VMC,Cruise,Minor,1,0,0,0,27,Near Collision,65.5,High,Go Around,16.3
Rain,Takeoff,Destroyed,1,0,1,1,130,Bird Strike,100.0,Critical,Priority Landing,19.8
VMC,Taxi,Minor,2,1,0,1,22,Bird Strike,54.5,Medium,Continue Monitoring,16.4
Rain,Cruise,None,3,0,1,1,150,Landing Gear Issue,47.0,Medium,Continue Monitoring,13.6
VMC,Takeoff,Minor,2,0,0,3,168,Engine Failure,71.5,High,Runway Change,19.0
Windy,Approach,Minor,2,0,0,1,232,Bird Strike,68.5,High,Runway Change,19.4
VMC,Taxi,None,2,0,0,0,159,Near Collision,49.0,Medium,Go Around,13.3
Storm,Cruise,Substantial,2,0,0,0,100,Cabin Pressure Failure,100.0,Critical,Priority Landing,30.1
Fog,Taxi,Minor,1,0,1,2,167,Fuel Low,72.5,High,Runway Change,25.0
IMC,Approach,None,2,0,2,0,156,Engine Failure,73.0,High,Runway Change,20.7
Fog,Landing,Minor,2,0,0,5,190,Fuel Low,86.5,Critical,Priority Landing,22.4
Fog,Climb,Minor,2,0,0,2,232,Engine Failure,81.0,Critical,Priority Landing,22.9
Windy,Takeoff,Substantial,2,0,0,2,42,Cabin Pressure Failure,100.0,Critical,Priority Landing,22.1
VMC,Cruise,None,2,0,1,2,185,Medical Emergency,35.0,Medium,Continue Monitoring,16.3
IMC,Taxi,Minor,2,1,0,1,205,Landing Gear Issue,62.5,High,Runway Change,21.2
VMC,Landing,Minor,4,1,0,5,95,Runway Incursion,67.5,High,Runway Change,14.3
Rain,Landing,Minor,2,0,1,1,112,Medical Emergency,70.5,High,Runway Change,15.0
VMC,Taxi,None,2,0,1,1,115,Cabin Pressure Failure,50.5,Medium,Emergency Descent,12.1
IMC,Cruise,Substantial,2,0,0,1,105,Near Collision,96.5,Critical,Priority Landing,29.0
IMC,Climb,Substantial,2,0,0,1,222,Fuel Low,86.5,Critical,Priority Landing,26.2
IMC,Taxi,Minor,2,0,1,0,95,Cabin Pressure Failure,74.0,High,Emergency Descent,21.7
IMC,Approach,Minor,2,0,0,1,120,Engine Failure,78.5,High,Runway Change,22.7
Fog,Climb,None,2,0,0,1,154,Landing Gear Issue,52.5,Medium,Continue Monitoring,19.9
Fog,Climb,Minor,2,1,0,1,77,Landing Gear Issue,73.5,High,Holding Pattern,24.1
IMC,Taxi,None,3,1,0,5,180,Landing Gear Issue,55.0,High,Runway Change,18.3
IMC,Takeoff,Minor,2,0,0,1,140,Bird Strike,71.5,High,Runway Change,20.7
Windy,Takeoff,None,4,0,0,2,59,Runway Incursion,53.0,Medium,Continue Monitoring,14.5
VMC,Landing,Minor,2,0,1,1,62,Cabin Pressure Failure,77.5,High,Emergency Descent,21.7
VMC,Takeoff,None,2,0,1,2,26,Landing Gear Issue,47.0,Medium,Continue Monitoring,13.6
VMC,Climb,Minor,2,0,2,1,153,Engine Failure,70.5,High,Holding Pattern,19.8
Rain,Taxi,Minor,2,0,0,2,204,Medical Emergency,53.0,Medium,Continue Monitoring,10.2
VMC,Cruise,None,3,0,0,1,248,Engine Failure,45.0,Medium,Continue Monitoring,15.9
Fog,Landing,None,2,1,1,2,171,Landing Gear Issue,75.0,High,Runway Change,17.6
Rain,Cruise,Substantial,2,0,0,0,242,Bird Strike,78.0,High,Holding Pattern,18.2
VMC,Takeoff,Minor,2,0,0,1,247,Engine Failure,68.5,High,Runway Change,18.0
Windy,Climb,None,4,0,0,0,161,Engine Failure,59.0,High,Holding Pattern,19.0
Fog,Landing,None,2,0,0,1,106,Landing Gear Issue,60.5,High,Runway Change,18.6
VMC,Takeoff,None,4,0,1,2,223,Cabin Pressure Failure,62.0,High,Emergency Descent,11.7
VMC,Approach,Minor,4,0,1,1,165,Engine Failure,66.5,High,Runway Change,15.2
VMC,Cruise,Minor,2,0,1,3,207,Medical Emergency,48.5,Medium,Continue Monitoring,14.4
VMC,Cruise,None,4,0,0,2,72,Medical Emergency,28.0,Low,Continue Monitoring,13.3
VMC,Taxi,Minor,4,0,4,1,238,Runway Incursion,53.5,Medium,Continue Monitoring,18.1
Windy,Approach,Minor,2,0,0,2,118,Bird Strike,70.0,High,Runway Change,17.0
VMC,Approach,Substantial,2,1,0,1,220,Engine Failure,92.5,Critical,Priority Landing,19.1
VMC,Cruise,None,2,0,3,3,106,Near Collision,68.5,High,Go Around,17.0
Rain,Cruise,None,2,0,0,1,226,Medical Emergency,42.5,Medium,Continue Monitoring,14.5
IMC,Landing,None,1,0,0,2,174,Engine Failure,74.5,High,Runway Change,21.1
Windy,Takeoff,None,2,0,0,3,72,Medical Emergency,55.5,High,Runway Change,11.7
Fog,Climb,None,2,0,0,1,54,Medical Emergency,50.5,Medium,Continue Monitoring,20.3
IMC,Approach,None,2,0,1,3,56,Bird Strike,63.5,High,Runway Change,17.1
VMC,Approach,None,1,0,1,2,106,Bird Strike,50.5,Medium,Continue Monitoring,15.3
Storm,Takeoff,Minor,2,0,0,0,30,Engine Failure,92.0,Critical,Priority Landing,26.7
Rain,Landing,None,2,0,1,0,146,Runway Incursion,59.0,High,Runway Change,16.8
Storm,Approach,Minor,2,0,1,1,171,Engine Failure,94.5,Critical,Priority Landing,24.1
VMC,Climb,None,2,0,0,0,191,Cabin Pressure Failure,52.0,Medium,Emergency Descent,17.4
Windy,Landing,Minor,1,0,0,3,234,Engine Failure,88.0,Critical,Priority Landing,19.6
Rain,Taxi,None,2,0,0,3,204,Runway Incursion,44.5,Medium,Continue Monitoring,11.2
VMC,Cruise,Substantial,4,0,3,3,248,Medical Emergency,71.5,High,Holding Pattern,19.2
IMC,Climb,Substantial,2,0,1,0,158,Landing Gear Issue,81.0,Critical,Priority Landing,23.0
Rain,Climb,None,2,0,0,1,216,Engine Failure,63.5,High,Holding Pattern,15.5
VMC,Approach,Minor,1,0,3,0,198,Fuel Low,70.5,High,Runway Change,18.3
IMC,Takeoff,None,2,0,0,1,211,Medical Emergency,52.5,Medium,Continue Monitoring,17.1
Fog,Cruise,Minor,2,0,0,3,114,Engine Failure,78.5,High,Holding Pattern,25.6
VMC,Takeoff,None,2,0,0,0,139,Medical Emergency,38.0,Medium,Continue Monitoring,12.8
IMC,Takeoff,None,2,0,0,0,230,Medical Emergency,51.0,Medium,Continue Monitoring,13.7
VMC,Cruise,None,1,0,0,1,123,Medical Emergency,31.0,Medium,Continue Monitoring,11.0
VMC,Landing,Substantial,2,0,0,1,159,Cabin Pressure Failure,91.5,Critical,Priority Landing,20.8
Windy,Taxi,None,2,0,0,1,167,Bird Strike,46.5,Medium,Continue Monitoring,13.2
Fog,Takeoff,Minor,2,0,0,1,62,Bird Strike,75.5,High,Runway Change,20.8
VMC,Climb,None,4,0,1,1,25,Medical Emergency,34.5,Medium,Continue Monitoring,15.3
Storm,Cruise,None,2,0,0,0,179,Near Collision,77.0,High,Go Around,25.3
Windy,Approach,None,4,0,1,0,202,Medical Emergency,49.0,Medium,Continue Monitoring,10.4
VMC,Taxi,Substantial,2,0,0,3,153,Medical Emergency,59.5,High,Runway Change,12.8
Fog,Landing,Substantial,1,1,0,1,171,Landing Gear Issue,100.0,Critical,Priority Landing,27.6
VMC,Approach,None,2,0,2,2,35,Near Collision,70.0,High,Go Around,17.5
Storm,Takeoff,Minor,2,1,0,0,59,Engine Failure,100.0,Critical,Priority Landing,22.2
Rain,Takeoff,None,2,0,0,1,189,Fuel Low,62.5,High,Runway Change,17.9
Rain,Takeoff,None,4,0,0,0,166,Engine Failure,65.0,High,Runway Change,16.9
VMC,Approach,Minor,2,1,0,1,65,Landing Gear Issue,59.5,High,Runway Change,17.4
Windy,Climb,None,2,0,1,2,157,Runway Incursion,54.0,Medium,Continue Monitoring,16.0
VMC,Climb,None,2,1,0,1,28,Medical Emergency,42.5,Medium,Continue Monitoring,14.1
VMC,Landing,Minor,2,1,1,2,201,Fuel Low,78.0,High,Runway Change,15.8
VMC,Landing,None,2,1,1,3,26,Near Collision,81.5,Critical,Priority Landing,23.7
Fog,Cruise,Substantial,1,0,0,0,212,Bird Strike,83.5,Critical,Priority Landing,25.7
VMC,Taxi,Minor,2,1,0,3,71,Runway Incursion,52.5,Medium,Continue Monitoring,16.6
Windy,Landing,Substantial,2,0,1,0,78,Runway Incursion,89.0,Critical,Priority Landing,18.7
Rain,Landing,Minor,2,0,1,4,232,Bird Strike,82.0,Critical,Priority Landing,19.1
VMC,Taxi,Substantial,2,1,1,2,207,Cabin Pressure Failure,91.0,Critical,Priority Landing,17.0
VMC,Climb,None,1,1,1,1,97,Bird Strike,55.0,High,Holding Pattern,16.1
VMC,Landing,Minor,2,0,0,0,61,Cabin Pressure Failure,72.0,High,Emergency Descent,18.9
Rain,Taxi,Minor,4,0,0,1,45,Near Collision,72.5,High,Go Around,14.5
Fog,Taxi,Substantial,4,1,0,2,110,Engine Failure,98.0,Critical,Priority Landing,27.8
VMC,Approach,None,2,0,1,2,153,Landing Gear Issue,44.0,Medium,Continue Monitoring,12.6
Fog,Landing,Minor,2,0,0,3,133,Fuel Low,83.5,Critical,Priority Landing,20.9
VMC,Taxi,Substantial,2,1,1,0,226,Medical Emergency,68.0,High,Runway Change,15.2
Fog,Taxi,None,1,0,0,1,205,Fuel Low,55.0,High,Runway Change,17.0
Windy,Taxi,Substantial,2,0,1,0,79,Landing Gear Issue,74.0,High,Runway Change,17.2
Fog,Landing,None,1,0,0,1,227,Runway Incursion,62.0,High,Runway Change,18.1
Rain,Cruise,None,2,0,0,2,126,Landing Gear Issue,46.0,Medium,Continue Monitoring,13.6
Fog,Landing,Minor,4,0,0,3,23,Medical Emergency,70.5,High,Runway Change,20.1
VMC,Cruise,None,2,0,0,0,215,Cabin Pressure Failure,48.0,Medium,Emergency Descent,13.6
VMC,Landing,None,4,0,2,0,189,Cabin Pressure Failure,65.0,High,Emergency Descent,13.1
VMC,Landing,None,2,0,0,3,101,Bird Strike,51.5,Medium,Continue Monitoring,13.2
IMC,Taxi,None,2,0,1,2,221,Landing Gear Issue,47.0,Medium,Continue Monitoring,18.2
Rain,Approach,Substantial,2,0,1,0,228,Runway Incursion,84.0,Critical,Priority Landing,16.1
Rain,Cruise,Substantial,2,0,0,2,239,Landing Gear Issue,76.0,High,Holding Pattern,20.7
Windy,Takeoff,Minor,2,0,2,2,229,Medical Emergency,74.0,High,Runway Change,16.0
VMC,Approach,None,2,0,1,0,81,Bird Strike,46.0,Medium,Continue Monitoring,10.3
Rain,Approach,Minor,2,0,0,1,148,Bird Strike,68.5,High,Runway Change,18.0
VMC,Approach,Substantial,2,0,0,0,59,Cabin Pressure Failure,85.0,Critical,Priority Landing,18.3
VMC,Landing,Minor,2,0,0,3,176,Runway Incursion,58.5,High,Runway Change,17.5
Rain,Taxi,None,1,0,1,2,134,Near Collision,70.5,High,Go Around,15.1
Storm,Takeoff,None,2,0,0,1,222,Near Collision,88.5,Critical,Priority Landing,24.7
Rain,Cruise,Substantial,2,0,0,3,227,Runway Incursion,77.5,High,Holding Pattern,20.5
VMC,Landing,Substantial,2,0,2,1,93,Runway Incursion,81.5,Critical,Priority Landing,17.2
Rain,Landing,None,2,0,0,0,92,Landing Gear Issue,55.0,High,Runway Change,15.1
VMC,Landing,Substantial,2,0,1,1,27,Fuel Low,85.5,Critical,Priority Landing,19.1
Windy,Landing,None,4,0,1,1,136,Near Collision,79.5,High,Go Around,19.5
Rain,Taxi,None,2,0,1,2,108,Fuel Low,55.0,High,Runway Change,13.8
VMC,Taxi,Substantial,2,0,0,1,248,Near Collision,80.5,Critical,Priority Landing,16.3
VMC,Approach,Minor,1,0,0,1,208,Engine Failure,67.0,High,Runway Change,15.9
VMC,Climb,None,3,0,0,1,124,Engine Failure,49.0,Medium,Continue Monitoring,15.9
Storm,Approach,Substantial,2,0,0,1,150,Bird Strike,98.5,Critical,Priority Landing,27.6
IMC,Landing,Substantial,2,0,1,1,164,Cabin Pressure Failure,100.0,Critical,Priority Landing,24.2
Fog,Takeoff,None,2,0,0,3,227,Landing Gear Issue,61.5,High,Runway Change,19.0
Rain,Landing,Minor,2,0,0,2,248,Cabin Pressure Failure,88.0,Critical,Priority Landing,16.4
IMC,Approach,Substantial,4,0,0,1,116,Cabin Pressure Failure,96.5,Critical,Priority Landing,26.7
VMC,Taxi,Minor,2,0,0,0,104,Near Collision,61.0,High,Go Around,12.8
Windy,Climb,Destroyed,1,0,0,1,184,Landing Gear Issue,95.0,Critical,Priority Landing,20.5
VMC,Taxi,Minor,1,0,2,1,82,Cabin Pressure Failure,68.0,High,Emergency Descent,16.1
IMC,Cruise,None,1,0,1,0,52,Near Collision,70.5,High,Go Around,25.9
Rain,Approach,None,2,0,0,0,85,Medical Emergency,48.0,Medium,Continue Monitoring,9.6
Rain,Approach,Substantial,4,0,2,3,92,Landing Gear Issue,89.5,Critical,Priority Landing,17.9
Windy,Approach,Destroyed,4,0,0,1,161,Medical Emergency,91.5,Critical,Priority Landing,19.0
VMC,Taxi,None,2,0,0,1,189,Landing Gear Issue,28.5,Low,Continue Monitoring,6.9
IMC,Climb,None,2,1,0,1,57,Landing Gear Issue,57.5,High,Holding Pattern,22.1
VMC,Landing,Substantial,4,0,1,2,30,Landing Gear Issue,76.0,High,Runway Change,16.1
IMC,Taxi,None,2,0,2,1,57,Fuel Low,57.5,High,Runway Change,16.9
VMC,Climb,None,2,1,2,2,229,Fuel Low,62.0,High,Holding Pattern,19.3
VMC,Climb,Substantial,2,0,0,2,79,Runway Incursion,67.0,High,Holding Pattern,17.5
VMC,Cruise,Substantial,1,0,2,0,141,Landing Gear Issue,69.5,High,Holding Pattern,20.4
VMC,Landing,Substantial,3,0,1,2,144,Cabin Pressure Failure,95.5,Critical,Priority Landing,19.2
VMC,Taxi,Minor,4,0,1,0,83,Runway Incursion,40.0,Medium,Continue Monitoring,8.8
Rain,Landing,None,2,2,0,0,214,Medical Emergency,71.0,High,Runway Change,13.1
Rain,Landing,Substantial,2,0,1,0,34,Runway Incursion,89.0,Critical,Priority Landing,23.7
VMC,Cruise,None,2,0,0,0,141,Medical Emergency,28.0,Low,Continue Monitoring,11.4
VMC,Approach,None,1,0,0,1,115,Cabin Pressure Failure,58.0,High,Emergency Descent,14.9
VMC,Climb,Substantial,2,0,0,1,200,Cabin Pressure Failure,83.5,Critical,Priority Landing,22.0
IMC,Cruise,Minor,2,0,1,2,65,Runway Incursion,62.0,High,Holding Pattern,22.5
VMC,Climb,Substantial,4,0,1,1,240,Runway Incursion,66.5,High,Holding Pattern,19.1
VMC,Takeoff,None,1,0,1,0,202,Runway Incursion,45.5,Medium,Continue Monitoring,16.0
VMC,Taxi,Destroyed,2,1,0,1,190,Engine Failure,97.5,Critical,Priority Landing,19.5
IMC,Landing,Minor,2,0,2,2,133,Bird Strike,83.0,Critical,Priority Landing,19.8
VMC,Approach,Minor,2,0,0,1,167,Landing Gear Issue,50.5,Medium,Continue Monitoring,11.1
IMC,Takeoff,Substantial,2,0,0,4,67,Bird Strike,94.0,Critical,Priority Landing,22.3
IMC,Takeoff,None,4,0,1,0,21,Runway Incursion,54.0,Medium,Continue Monitoring,19.2
Rain,Takeoff,Minor,2,0,1,0,191,Near Collision,91.0,Critical,Priority Landing,22.0
Rain,Landing,Minor,2,0,1,1,123,Fuel Low,80.5,Critical,Priority Landing,16.6
Rain,Climb,Substantial,1,0,0,3,101,Engine Failure,98.0,Critical,Priority Landing,21.9
VMC,Climb,Substantial,2,1,1,0,81,Engine Failure,92.0,Critical,Priority Landing,22.9
Fog,Taxi,Minor,2,0,1,1,162,Landing Gear Issue,61.5,High,Runway Change,21.9
IMC,Taxi,None,2,0,0,3,137,Engine Failure,59.5,High,Runway Change,13.1
VMC,Landing,None,2,0,1,1,175,Near Collision,69.5,High,Go Around,17.6
Rain,Climb,Destroyed,2,0,0,3,238,Bird Strike,100.0,Critical,Priority Landing,22.8
VMC,Approach,Destroyed,2,0,0,1,212,Medical Emergency,81.5,Critical,Priority Landing,20.8
IMC,Climb,Destroyed,3,0,0,1,93,Engine Failure,100.0,Critical,Priority Landing,26.8
Rain,Taxi,None,2,0,1,1,75,Near Collision,67.5,High,Go Around,15.6
Windy,Takeoff,None,2,0,0,1,56,Engine Failure,69.5,High,Runway Change,13.5
Windy,Landing,Substantial,2,0,0,1,150,Near Collision,100.0,Critical,Priority Landing,20.0
IMC,Approach,Substantial,2,1,2,2,209,Landing Gear Issue,100.0,Critical,Priority Landing,28.8
IMC,Landing,None,3,0,0,1,78,Near Collision,77.0,High,Go Around,23.5
Fog,Cruise,Minor,2,1,0,2,247,Near Collision,93.0,Critical,Priority Landing,26.9
VMC,Takeoff,None,2,0,0,1,118,Landing Gear Issue,41.5,Medium,Continue Monitoring,9.7
Fog,Landing,Minor,4,1,1,3,199,Runway Incursion,85.5,Critical,Priority Landing,19.6
IMC,Approach,None,2,0,0,0,88,Near Collision,72.0,High,Go Around,20.2
VMC,Cruise,None,2,0,0,2,51,Cabin Pressure Failure,51.0,Medium,Emergency Descent,16.1
VMC,Cruise,None,4,0,1,0,137,Medical Emergency,29.0,Low,Continue Monitoring,12.1
Fog,Cruise,Substantial,1,0,0,0,146,Cabin Pressure Failure,96.5,Critical,Priority Landing,28.2
VMC,Cruise,Minor,2,0,2,1,130,Engine Failure,66.5,High,Holding Pattern,16.7
VMC,Climb,Substantial,4,0,1,1,113,Landing Gear Issue,66.5,High,Holding Pattern,18.8
VMC,Climb,Minor,2,0,0,3,169,Landing Gear Issue,50.5,Medium,Continue Monitoring,16.0
VMC,Climb,None,2,1,0,0,165,Fuel Low,51.0,Medium,Continue Monitoring,18.8
VMC,Takeoff,None,2,0,1,0,54,Runway Incursion,44.0,Medium,Continue Monitoring,15.7
Rain,Taxi,Minor,4,1,0,0,173,Near Collision,80.0,Critical,Priority Landing,18.1
VMC,Climb,None,4,0,0,2,96,Runway Incursion,34.0,Medium,Continue Monitoring,11.6
Fog,Takeoff,Minor,4,0,1,1,205,Landing Gear Issue,71.5,High,Runway Change,20.7
Windy,Takeoff,Substantial,1,0,1,2,134,Near Collision,100.0,Critical,Priority Landing,20.8
VMC,Taxi,Substantial,2,0,0,0,75,Landing Gear Issue,57.0,High,Runway Change,12.8
VMC,Cruise,None,4,0,0,1,61,Fuel Low,36.5,Medium,Continue Monitoring,13.5
Rain,Climb,Minor,2,1,0,1,241,Medical Emergency,67.5,High,Holding Pattern,17.1
VMC,Cruise,None,2,0,0,2,185,Bird Strike,38.0,Medium,Continue Monitoring,15.1
VMC,Takeoff,None,1,0,0,0,69,Runway Incursion,41.5,Medium,Continue Monitoring,11.3
Storm,Climb,Minor,4,1,2,1,135,Fuel Low,94.5,Critical,Priority Landing,28.5
Storm,Climb,Minor,1,0,1,1,48,Cabin Pressure Failure,96.0,Critical,Priority Landing,27.9
Fog,Landing,Minor,2,0,1,1,211,Bird Strike,81.5,Critical,Priority Landing,21.2
VMC,Takeoff,None,4,0,0,2,210,Fuel Low,48.0,Medium,Continue Monitoring,10.7
Rain,Cruise,Destroyed,4,1,0,0,204,Near Collision,100.0,Critical,Priority Landing,24.5
Rain,Landing,Destroyed,4,0,0,0,126,Fuel Low,100.0,Critical,Priority Landing,20.9
VMC,Taxi,Minor,2,0,1,0,58,Cabin Pressure Failure,61.0,High,Emergency Descent,15.4
Rain,Approach,Substantial,2,0,0,0,132,Medical Emergency,78.0,High,Runway Change,18.0
VMC,Climb,None,2,0,1,1,137,Cabin Pressure Failure,57.5,High,Emergency Descent,14.6
VMC,Cruise,Minor,1,0,0,4,93,Fuel Low,57.5,High,Holding Pattern,17.5
IMC,Climb,Substantial,4,0,0,1,106,Medical Emergency,73.5,High,Holding Pattern,21.5
VMC,Approach,Substantial,2,0,0,0,30,Engine Failure,82.0,Critical,Priority Landing,17.5
VMC,Climb,Substantial,2,0,1,2,140,Cabin Pressure Failure,89.0,Critical,Priority Landing,22.4
Fog,Approach,Minor,1,0,0,1,64,Engine Failure,84.0,Critical,Priority Landing,19.0
Storm,Approach,Substantial,2,0,0,1,213,Near Collision,100.0,Critical,Priority Landing,26.2
IMC,Taxi,Minor,4,0,2,2,195,Runway Incursion,60.0,High,Runway Change,19.1
Fog,Cruise,None,2,1,1,3,158,Medical Emergency,62.5,High,Holding Pattern,21.9
Storm,Taxi,None,1,1,0,1,71,Landing Gear Issue,64.0,High,Runway Change,18.7
VMC,Cruise,Substantial,2,0,2,3,173,Medical Emergency,70.5,High,Holding Pattern,18.9
VMC,Landing,Minor,2,1,1,0,248,Runway Incursion,67.0,High,Runway Change,14.1
VMC,Approach,Minor,1,0,1,0,165,Cabin Pressure Failure,72.5,High,Emergency Descent,16.5
VMC,Landing,Substantial,4,0,0,0,200,Cabin Pressure Failure,87.0,Critical,Priority Landing,18.6
Fog,Cruise,Minor,2,0,1,0,227,Medical Emergency,61.0,High,Holding Pattern,22.2
VMC,Landing,None,1,0,0,1,215,Landing Gear Issue,45.0,Medium,Continue Monitoring,9.7
IMC,Cruise,None,2,0,0,2,57,Near Collision,68.0,High,Go Around,23.7
VMC,Cruise,Minor,2,0,1,1,220,Medical Emergency,45.5,Medium,Continue Monitoring,15.5
VMC,Cruise,Substantial,2,0,0,0,196,Runway Incursion,60.0,High,Holding Pattern,17.5
Windy,Landing,Minor,2,0,1,1,185,Medical Emergency,70.5,High,Runway Change,15.8
VMC,Approach,Minor,1,0,0,1,72,Landing Gear Issue,52.0,Medium,Continue Monitoring,14.5
VMC,Takeoff,Minor,2,0,0,1,127,Medical Emergency,51.5,Medium,Continue Monitoring,9.9
VMC,Landing,Minor,3,0,1,2,227,Runway Incursion,59.5,High,Runway Change,15.6
IMC,Landing,Substantial,4,0,0,1,230,Fuel Low,91.5,Critical,Priority Landing,25.0
IMC,Takeoff,None,2,0,0,1,46,Cabin Pressure Failure,72.5,High,Emergency Descent,21.6
IMC,Taxi,Substantial,2,1,2,0,118,Cabin Pressure Failure,100.0,Critical,Priority Landing,26.8
VMC,Approach,Minor,2,1,2,2,159,Cabin Pressure Failure,87.0,Critical,Priority Landing,18.4
VMC,Takeoff,None,2,0,0,1,42,Medical Emergency,39.5,Medium,Continue Monitoring,10.6
